,age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
1728,22,0,0,2,1,0,2,0,24,65.49,22789.95,10.0,686.8821987429081,1,0,1,1,7,5
1729,13,0,2,2,0,0,1,0,18,308.33,9270.16,15.976715237406287,549.96,0,1,1,1,7,3
1730,28,0,2,5,0,1,2,0,10,88.5,26109.33,21.0,750.28,0,1,1,2,2,3
1731,14,1,1,2,0,0,1,1,14,44.82,7511.23,21.0,518.36,0,1,1,3,7,5
1732,15,0,1,5,1,1,0,0,12,625.26,10121.2,11.0,749.39,1,1,0,0,0,3
1733,24,0,2,3,1,1,0,2,19,216.17,87718.8,6.0,813.05,0,1,1,3,6,1
1734,57,0,0,0,1,0,2,2,10,264.67,23718.17,12.0,1057.9846519999603,1,0,0,0,0,4
1735,46,0,0,3,1,0,1,0,-999,272.98,45572.85,13.0,767.93,0,1,1,3,2,3
1736,40,1,1,0,1,2,1,0,11,192.63,43598.1,-0.8334709526973114,708.14,0,1,0,0,3,4
1737,56,0,1,0,1,2,2,1,6,677.31,27243.28,10.0,613.7,1,1,1,2,1,4
1738,60,0,2,3,0,1,2,1,16,227.39,20157.5,25.0,775.49,1,1,1,3,3,3
1739,42,0,0,0,0,2,1,0,9,160.63,34016.32,13.0,1193.7085657301795,1,0,1,1,1,5
1740,61,1,1,5,1,0,1,0,17,31.23,25123.16,5.0,608.18,1,0,0,0,3,4
1741,39,0,0,1,0,0,2,1,5,1379.359953816369,12580.95,26.0,704.94,1,0,0,0,3,4
1742,14,1,1,1,0,0,1,0,19,31.89,49038.13,14.0,628.02,1,0,0,0,0,4
1743,34,1,1,0,0,0,2,1,12,30.61,9626.83,5.0,626.58,1,0,0,0,3,5
1744,35,0,2,3,0,2,2,1,23,335.26,93743.43,5.0,714.27,0,1,0,0,4,2
1745,11,1,1,3,0,2,1,2,8,361.73,8146.82,14.0,686.8821987429081,0,1,0,0,7,3
1746,16,1,1,2,1,1,2,1,22,176.07,9406.63,15.976715237406287,633.85,1,0,1,3,7,5
1747,22,0,2,5,1,0,1,2,-999,30.32,7654.64,15.976715237406287,725.71,0,1,1,3,8,2
1748,50,0,2,1,0,2,2,0,-999,486.26,10754.86,24.0,604.67,0,1,1,2,7,4
1749,14,0,2,2,0,2,2,0,10,251.16,19849.03,10.0,644.44,0,1,1,2,7,5
1750,44,0,2,5,1,1,1,2,22,150.18,16189.46,6.0,-103.89797652115271,1,0,1,2,1,3
1751,40,0,1,5,0,1,0,2,17,313.01,16097.39,25.0,347.64232473930616,1,1,0,0,3,3
1752,26,0,0,0,1,0,0,0,5,234.07,34779.12,15.976715237406287,655.42,0,1,1,2,7,5
1753,21,0,1,3,0,2,2,0,7,369.1,37238.96,20.0,686.8821987429081,0,1,0,0,1,3
1754,18,1,1,0,0,2,2,0,20,112.24,34205.37,23.0,690.4,0,1,0,0,1,4
1755,15,0,1,5,0,1,1,1,16,263.61,17849.19,15.0,686.8821987429081,0,1,1,1,3,4
1756,39,1,1,3,1,2,1,1,10,179.71,10066.58,26.0,775.21,0,1,0,0,1,3
1757,55,1,0,5,0,0,2,0,12,76.96,39690.71,21.0,644.92,1,0,0,0,2,4
1758,26,1,0,2,1,0,2,0,16,116.0,32644.78,28.0,695.25,0,1,1,2,1,5
1759,47,0,0,1,1,2,2,0,6,170.06,13251.35,27.0,647.91,0,1,1,2,7,4
1760,47,1,0,1,0,1,1,1,13,137.19,55512.34,4.0,848.84,0,1,1,2,5,1
1761,16,0,1,4,1,2,0,1,5,1205.39,26522.9,29.0,716.23,0,1,1,1,0,3
1762,36,1,1,2,0,0,2,1,15,62.85,3589.24,9.0,641.88,1,0,1,3,7,5
1763,57,1,2,5,1,0,1,1,11,164.48,27712.4,25.0,782.75,0,1,1,1,2,3
1764,48,0,0,4,1,0,1,0,6,31.91,4131.91,8.0,1265.9357103858908,0,1,1,3,5,1
1765,58,1,0,2,1,1,0,2,15,1107.34,26658.56,18.0,575.87,1,0,0,0,7,5
1766,15,0,0,2,0,2,1,2,16,333.85,41335.32,-18.57597640144695,683.21,0,1,1,1,0,5
1767,33,1,0,1,1,0,2,0,12,73.87,35420.41,12.0,639.47,1,0,0,0,7,4
1768,32,0,0,2,0,0,2,1,16,49.67,2363.92,18.0,658.92,1,0,0,0,3,5
1769,20,1,1,2,1,2,1,1,22,73.83,18842.89,26.0,686.8821987429081,0,1,1,3,0,4
1770,44,1,0,1,1,1,0,0,19,505.18,1250.23,18.0,1295.0598236487904,1,1,1,2,5,1
1771,63,1,1,1,1,0,2,0,10,263.68,21332.45,27.0,674.83,0,1,1,3,7,4
1772,58,0,0,0,1,1,1,2,8,137.79,2578.09,15.976715237406287,515.33,1,0,1,1,3,5
1773,50,0,1,1,1,2,1,2,-999,30.84,23221.63,8.0,739.71,1,0,0,0,7,3
1774,12,1,0,0,1,2,2,2,17,65.63,44038.21,11.0,687.15,1,0,0,0,0,4
1775,51,1,1,2,0,1,2,0,10,242.37,44601.49,22.0,600.72,0,1,1,1,0,1
1776,36,1,1,2,1,0,1,1,11,103.86,4806.75,17.0,718.51,0,1,1,2,0,4
1777,38,0,0,5,0,0,2,2,17,34.59,37017.94,12.0,697.97,0,1,0,0,7,4
1778,16,0,1,1,0,0,1,0,22,37.31,22261.24,15.976715237406287,888.7977850949219,0,1,1,1,1,4
1779,14,1,0,1,1,0,2,0,18,160.22,43339.8,22.0,271.5260135609201,1,0,0,0,2,5
1780,27,0,2,3,1,0,1,1,10,33.81,34668.15,34.11370471947333,796.55,0,1,1,1,1,3
1781,10,0,0,5,0,1,1,2,6,100.83,24832.22,15.976715237406287,686.8821987429081,1,0,0,0,4,2
1782,26,0,0,0,0,2,2,2,20,142.23,3915.13,24.0,686.8821987429081,0,1,0,0,1,5
1783,31,1,0,2,1,1,1,0,9,-566.9531442654103,40993.18,21.0,645.52,0,1,0,0,7,5
1784,52,1,0,2,1,0,1,1,21,622.35,11210.33,6.0,686.8821987429081,1,1,0,0,7,5
1785,22,0,0,5,1,2,2,1,5,625.41,41045.43,6.0,770.25,1,1,0,0,2,3
1786,53,0,0,5,0,1,2,1,17,82.2,18292.25,29.0,719.88,0,1,1,3,0,4
1787,32,0,0,5,0,0,1,1,13,343.17,53180.33,14.0,781.27,1,0,1,2,8,2
1788,56,0,0,0,1,0,1,2,22,341.41,8218.67,27.0,626.5,1,1,0,0,2,5
1789,47,1,0,3,0,1,2,1,16,215.37,15340.83,23.0,761.2,1,0,1,1,1,3
1790,50,0,1,4,1,2,1,0,24,326.69,33257.7,9.0,762.01,1,0,0,0,1,3
1791,14,1,1,1,0,2,2,2,22,78.89,18225.1,6.0,773.14,1,0,1,2,0,3
1792,28,0,2,2,1,2,1,0,12,270.31,12912.39,9.0,686.8821987429081,0,1,0,0,3,5
1793,36,1,0,0,1,2,0,1,-999,286.44,18444.87,23.0,517.07,0,1,1,2,2,5
1794,12,1,0,5,1,2,2,2,7,245.2,8728.29,5.0,643.2,1,1,0,0,3,4
1795,50,0,0,3,1,1,1,2,11,203.93,55732.35,15.0,738.95,1,1,1,1,6,2
1796,23,1,1,0,1,1,1,0,13,38.83,46775.55,5.0,1017.510632768574,0,1,1,1,1,4
1797,39,0,1,2,1,0,2,0,23,113.97,46997.23,8.0,613.25,1,0,0,0,7,4
1798,13,0,0,2,0,2,2,2,23,463.45,16233.63,29.0,346.56250310339027,0,1,1,2,2,4
1799,32,0,2,4,0,1,2,1,13,263.1,15744.44,29.0,733.86,0,1,0,0,1,3
1800,62,1,1,2,1,2,0,1,12,590.64,40030.42,5.0,113.32395080228424,1,1,1,2,0,4
1801,37,1,1,0,1,2,0,2,10,361.6,13623.62,23.0,610.17,1,1,0,0,2,4
1802,48,1,0,2,1,1,1,0,16,69.77,4276.63,20.0,537.39,0,1,1,2,7,5
1803,38,1,0,1,1,0,2,2,13,625.67,1741.49,18.0,718.17,1,1,0,0,2,4
1804,30,1,1,2,0,2,2,1,11,294.48,11683.75,11.0,696.22,1,1,0,0,7,4
1805,41,0,1,2,0,2,0,0,2,1486.8922766491294,35736.8,11.0,697.54,1,1,0,0,0,5
1806,39,1,1,4,1,1,1,2,12,599.58,59633.43,17.0,686.8821987429081,1,0,1,2,8,1
1807,53,1,1,0,1,2,2,2,17,36.45,4433.26,11.0,658.75,1,0,1,3,1,4
1808,40,1,1,5,1,0,1,2,17,85.47,48340.0,29.0,701.0,0,1,0,0,1,4
1809,20,1,0,0,1,2,1,1,14,30.51,29064.49,25.0,669.64,1,0,1,3,2,4
1810,37,1,0,5,1,1,0,0,15,1682.53,17640.23,-12.989247529031484,1081.0585286029311,0,1,0,0,0,3
1811,29,1,2,4,1,0,2,2,16,278.26,23895.08,8.0,796.05,1,0,0,0,6,1
1812,33,1,2,5,1,1,1,0,12,31.94,76738.82,16.0,188.5509339886089,0,1,0,0,4,2
1813,38,0,0,1,0,1,0,2,16,249.63,38844.39,12.0,600.47,0,1,0,0,7,4
1814,34,1,0,2,0,1,2,2,19,74.45,28332.57,19.0,661.7,1,0,1,2,7,4
1815,53,1,1,2,0,1,1,2,-999,366.92,18429.5,17.0,600.55,0,1,0,0,7,5
1816,53,0,2,0,0,0,1,2,17,43.77,27306.44,10.0,678.22,0,1,0,0,2,4
1817,18,0,2,4,0,1,1,2,18,131.81,39010.16,17.0,817.93,0,1,0,0,8,1
1818,63,1,0,0,1,0,0,1,16,598.12,34310.68,15.976715237406287,576.57,1,1,0,0,0,5
1819,62,1,2,2,1,0,2,1,12,1145.226654226608,15202.4,15.976715237406287,514.27,1,0,0,0,1,5
1820,45,0,0,1,1,2,0,1,13,907.61,37339.21,6.0,697.64,1,1,0,0,2,4
1821,50,1,1,3,1,0,1,2,2,406.44,35676.39,22.0,783.79,0,1,0,0,7,3
1822,11,0,1,4,1,2,1,1,14,696.29,25914.25,15.0,1069.8272044551052,1,0,0,0,3,3
1823,48,1,1,1,0,1,1,1,15,70.09,20429.33,12.0,686.8821987429081,1,0,0,0,1,3
1824,27,0,1,1,0,1,2,2,10,557.48,37472.02,18.0,620.67,0,1,1,2,2,4
1825,27,0,0,2,1,2,2,2,13,79.61,5098.06,22.0,666.65,1,0,0,0,2,4
1826,31,1,0,5,1,2,1,2,12,318.73,4035.22,21.0,792.47,0,1,1,2,3,3
1827,59,0,1,0,1,2,1,0,14,119.54,29551.16,20.0,672.61,0,1,0,0,7,4
1828,29,1,1,1,1,0,2,0,13,169.48,43551.55,23.0,789.34,1,0,0,0,0,3
1829,52,1,1,1,1,2,2,2,17,-762.5678929845039,7691.05,20.0,1058.6037749961804,1,0,0,0,7,3
1830,38,1,1,5,0,1,1,1,1,183.48,99730.17,6.0,1038.201372071531,0,1,0,0,8,2
1831,27,1,2,3,0,0,2,0,16,426.61,11322.51,15.976715237406287,754.34,0,1,1,3,3,3
1832,27,0,1,0,0,1,2,2,10,160.42,1621.14,26.0,708.69,1,0,1,1,1,4
1833,15,0,1,0,1,0,2,0,21,32.06,33161.64,29.0,583.06,0,1,1,3,0,5
1834,32,1,1,0,1,1,1,1,15,48.57,18841.82,25.0,665.6,1,0,1,3,3,4
1835,50,1,1,0,1,2,1,0,14,-1034.172968563836,28538.68,8.0,514.61,1,0,1,1,0,5
1836,62,0,1,5,1,2,2,0,22,726.46,34159.99,22.0,778.55,1,0,1,2,3,3
1837,40,0,0,1,1,0,1,0,8,298.79,38136.0,11.0,669.96,0,1,0,0,7,4
1838,47,1,1,0,0,1,2,2,6,141.6,37424.02,5.0,506.51,0,1,1,2,0,5
1839,20,1,1,0,0,1,2,2,13,208.52,37235.47,15.976715237406287,615.04,1,0,1,2,0,3
1840,60,1,0,4,0,2,1,1,16,238.59,46526.08,15.976715237406287,711.65,1,1,0,0,6,2
1841,34,1,0,2,1,1,2,1,22,39.06,17056.54,17.0,678.83,1,0,1,2,2,4
1842,31,0,0,5,0,0,1,1,4,103.85,45678.6,15.976715237406287,619.12,1,0,0,0,0,4
1843,63,2,1,0,1,0,1,2,17,132.39,34125.13,28.0,567.16,0,1,1,3,7,5
1844,58,0,2,2,1,0,2,0,19,70.56,40600.25,27.0,659.94,1,0,1,3,3,5
1845,22,0,0,2,0,0,2,0,-999,30.84,36261.33,15.976715237406287,565.05,1,0,0,0,3,5
1846,29,0,0,2,1,1,2,0,12,53.32,23947.73,-9.248903190543441,672.26,1,0,1,2,2,4
1847,28,0,0,5,0,2,1,1,21,43.79,47718.96,15.976715237406287,724.66,1,0,1,2,3,3
1848,42,0,1,2,1,2,1,2,10,30.71,40122.23,22.0,717.31,1,0,1,2,3,4
1849,10,1,1,5,1,1,1,0,7,135.88,36488.45,6.0,1009.5506449630092,0,1,0,0,0,3
1850,28,1,0,2,1,0,2,0,5,32.0,26196.58,25.0,686.8821987429081,1,0,0,0,7,5
1851,42,0,2,0,0,1,2,1,11,273.31,23488.13,13.0,657.03,1,0,1,2,0,5
1852,55,1,0,4,0,1,1,2,14,83.15,24708.16,12.0,1005.3280953560304,0,1,0,0,5,1
1853,15,0,0,1,0,1,2,1,13,135.68,93635.61,1.0,405.4454060706406,0,1,0,0,4,1
1854,21,1,0,2,0,0,1,0,8,173.51,31006.2,19.0,687.47,0,1,0,0,0,5
1855,56,0,1,0,1,2,2,0,23,160.94,8124.02,21.0,669.01,1,0,1,1,2,4
1856,22,0,1,1,0,2,2,2,15,31.49,1257.98,26.0,601.83,1,0,1,2,2,4
1857,58,0,1,0,0,1,1,2,3,83.67,39597.06,15.976715237406287,1315.9640415309716,1,0,1,2,7,4
1858,63,0,0,0,1,2,0,0,11,599.52,10338.65,22.0,552.67,0,1,0,0,7,5
1859,33,0,0,1,1,2,1,1,13,124.75,3716.37,15.976715237406287,731.71,0,1,0,0,0,3
1860,46,1,1,0,0,1,1,1,21,465.88,18624.48,12.0,524.01,0,1,1,2,2,5
1861,43,1,1,2,1,1,2,1,-999,31.74,1948.24,6.0,577.02,0,1,0,0,0,5
1862,49,1,1,4,1,2,1,2,12,158.68,28974.61,9.0,686.8821987429081,1,0,0,0,1,3
1863,10,1,0,1,0,1,1,0,18,234.63,2868.02,21.0,78.3024564241457,0,1,0,0,1,4
1864,44,1,1,2,0,0,0,2,-999,283.74,27349.69,19.0,619.64,0,1,1,3,3,4
1865,43,1,0,5,0,1,2,2,3,30.46,44604.08,19.0,728.73,0,1,0,0,7,3
1866,61,1,1,1,1,1,1,2,15,264.99,26897.8,15.976715237406287,691.52,1,1,1,2,1,4
1867,57,1,0,3,1,2,2,2,11,-998.2147226698752,29638.83,9.0,686.8821987429081,0,1,1,3,7,3
1868,34,1,0,0,0,1,1,1,24,461.37,40412.69,22.0,548.95,1,0,1,1,3,5
1869,44,1,2,0,0,1,1,2,16,284.34,46078.46,23.0,620.55,1,0,1,1,2,5
1870,50,1,1,3,1,1,1,2,18,30.78,15909.71,15.976715237406287,997.2818511070892,1,0,1,1,4,2
1871,16,0,0,2,1,0,0,1,16,561.71,5146.77,8.0,586.44,1,1,1,3,2,5
1872,16,0,2,4,1,0,1,0,14,160.38,25540.66,23.0,722.68,0,1,0,0,3,3
1873,16,0,1,4,1,2,2,1,21,105.66,24316.59,8.0,787.21,0,1,0,0,7,3
1874,56,1,0,0,0,0,2,2,23,122.25,3075.46,7.0,651.35,0,1,0,0,0,4
1875,10,1,1,5,0,0,1,0,10,108.36,26432.56,15.976715237406287,765.3,0,1,0,0,7,3
1876,59,1,2,5,0,0,1,0,7,361.55,19294.86,17.0,706.64,1,0,1,1,2,3
1877,58,0,2,2,1,2,1,0,11,31.66,8127.45,15.976715237406287,799.6531298501694,0,1,1,2,2,5
1878,10,0,2,1,0,2,2,0,23,228.59,7361.08,29.0,630.83,1,0,1,3,2,4
1879,11,0,1,3,0,2,1,1,16,-804.8741274009062,13832.61,4.0,746.19,0,1,1,1,4,2
1880,18,0,0,4,1,1,2,2,15,116.04,48303.1,14.0,700.45,1,0,1,1,1,3
1881,51,1,1,0,1,2,1,1,17,-1165.5902924480224,40795.73,10.0,682.47,0,1,1,2,7,4
1882,15,0,1,5,0,1,2,1,17,61.33,33502.89,16.0,735.37,1,0,0,0,0,3
1883,45,0,2,2,1,0,1,0,17,34.5,43105.52,29.0,627.13,0,1,0,0,2,4
1884,20,0,1,4,1,2,2,2,4,30.62,10024.45,19.0,711.72,1,0,0,0,6,2
1885,58,0,1,5,0,2,2,2,10,240.07,12872.58,27.0,673.59,1,0,0,0,1,4
1886,60,1,1,1,1,2,0,0,-999,586.66,23941.53,15.976715237406287,731.05,0,1,1,2,2,3
1887,50,1,1,5,1,2,2,0,18,71.72,8748.9,24.0,621.9,1,0,0,0,1,4
1888,41,0,0,2,1,2,0,2,14,558.33,20239.7,8.0,686.8821987429081,0,1,1,2,3,5
1889,10,1,0,0,1,1,1,1,7,32.25,14539.53,27.0,161.06619176847613,1,0,1,3,2,5
1890,41,1,0,0,0,2,2,1,17,919.1527364724244,34852.68,16.0,570.71,1,0,1,3,3,5
1891,64,1,2,1,1,2,2,0,8,59.35,7203.77,14.0,624.97,1,0,0,0,1,4
1892,24,0,2,2,1,1,0,1,17,510.3,43607.21,21.0,637.01,0,1,1,2,0,5
1893,15,0,2,0,0,0,2,0,14,293.82,23284.75,8.0,630.6,0,1,0,0,7,4
1894,61,0,1,0,1,1,2,1,8,34.71,25824.08,23.0,292.9271774528279,1,0,0,0,3,5
1895,15,0,1,0,0,2,2,0,13,34.42,3010.24,16.0,694.95,1,0,1,3,0,3
1896,61,0,2,0,1,1,2,1,5,33.39,15450.92,12.0,698.11,1,0,0,0,3,4
1897,42,0,0,1,0,0,2,0,5,204.16,47436.62,19.0,744.38,1,0,0,0,8,2
1898,19,1,2,2,1,0,1,2,13,820.08,23348.3,49.70530761671902,656.77,1,1,1,2,3,5
1899,32,0,0,5,0,0,2,0,25,1009.4724631062124,18356.37,7.0,686.8821987429081,0,1,0,0,3,3
1900,44,1,0,5,1,0,1,1,-999,767.86,48028.55,35.62759680890029,640.14,0,1,1,2,3,4
1901,15,0,1,1,0,1,1,2,4,144.67,45249.21,10.0,686.8821987429081,0,1,0,0,8,1
1902,20,1,0,3,1,1,0,0,12,217.8,10057.85,22.0,716.08,1,1,0,0,2,3
1903,26,1,0,2,0,1,2,0,12,220.05,8287.16,27.0,681.53,0,1,1,3,7,4
1904,40,1,2,5,0,1,2,1,14,30.27,14403.01,27.0,719.39,0,1,1,1,7,4
1905,37,0,1,3,0,0,2,0,15,32.58,24010.18,26.0,714.83,0,1,1,2,3,3
1906,47,1,0,3,1,0,2,2,19,65.2,43262.93,-22.45321536133437,686.8821987429081,1,0,0,0,4,2
1907,11,1,1,0,0,1,1,1,-999,166.17,32373.37,13.0,652.58,0,1,1,3,1,5
1908,21,0,0,2,0,0,1,2,12,426.32,44370.54,10.0,717.22,1,0,1,1,7,4
1909,54,0,1,1,1,0,0,0,12,262.71,12171.51,12.0,686.8821987429081,0,1,1,3,8,2
1910,34,1,0,0,0,0,1,1,-999,48.36,41816.94,15.976715237406287,509.29,0,1,1,2,2,5
1911,53,1,2,5,1,0,1,2,9,133.27,34348.21,15.976715237406287,937.5141732637172,1,0,1,2,3,4
1912,28,1,0,1,1,2,0,2,8,523.64,11887.05,11.0,1122.888571716313,1,0,1,3,1,3
1913,39,0,2,2,1,2,1,2,6,-1062.3113310773574,16185.28,18.0,659.76,1,0,1,2,3,5
1914,49,0,0,4,1,1,2,2,12,-667.6005748332027,45486.43,6.0,712.48,1,0,1,2,4,2
1915,43,0,0,1,1,1,2,1,20,54.44,25306.82,26.0,788.93,1,0,1,3,3,3
1916,37,1,1,0,1,1,2,0,9,82.29,25067.57,5.0,696.62,1,0,1,3,2,5
1917,45,0,0,1,1,2,1,0,24,137.71,4596.22,28.0,686.8821987429081,0,1,0,0,0,4
1918,60,1,0,1,0,2,1,1,4,441.5,51226.19,15.976715237406287,835.19,1,1,0,0,8,1
1919,29,0,0,2,0,2,2,2,18,66.68,29861.76,19.0,516.3,0,1,1,3,2,5
1920,39,0,2,5,1,1,2,0,9,174.07,44565.02,8.0,717.8,1,0,1,3,2,4
1921,14,0,0,0,1,1,0,1,9,721.0,30988.03,15.0,686.8821987429081,1,0,0,0,1,5
1922,14,0,1,2,1,2,2,0,3,663.28,12267.34,15.0,671.99,0,1,1,2,0,4
1923,56,0,1,4,1,0,2,2,15,119.55,36583.0,12.0,499.45960387583887,1,0,0,0,0,3
1924,35,0,1,0,0,0,1,0,3,140.71,6706.92,8.0,621.23,0,1,1,1,7,4
1925,34,0,0,5,1,0,2,2,13,75.36,44191.01,29.0,782.05,1,0,0,0,3,3
1926,57,1,0,2,0,2,1,0,16,-842.3803110746799,39344.87,15.976715237406287,205.84403077489372,1,0,1,3,0,5
1927,35,1,1,5,1,0,1,2,4,43.44,2964.29,14.0,653.32,1,0,1,2,7,4
1928,30,0,1,1,1,1,0,1,9,1989.3483339316251,18998.02,12.0,779.87,1,0,0,0,2,3
1929,27,0,0,0,0,0,1,2,3,106.2,8782.81,23.0,-8.468228229810393,0,1,0,0,0,5
1930,62,1,2,1,1,0,1,1,11,712.14,16177.06,4.0,834.88,1,1,0,0,5,1
1931,28,1,2,0,0,0,1,0,19,301.96,26285.72,-16.694034368216798,566.35,0,1,1,2,2,5
1932,15,1,1,1,1,0,1,2,12,134.86,10628.42,14.0,736.71,1,0,1,2,1,3
1933,57,1,0,1,0,0,1,2,18,58.32,13468.49,7.0,762.2,1,0,0,0,4,2
1934,47,0,1,0,0,0,2,1,6,558.73,6732.03,28.0,686.8821987429081,1,1,1,1,2,5
1935,34,1,0,3,0,1,1,1,14,62.13,46350.01,-7.221600569187661,220.2642736073561,1,0,1,3,0,3
1936,54,0,2,5,1,1,1,1,12,1042.6220605476592,16891.49,10.0,757.13,1,0,1,3,3,3
1937,21,0,1,2,1,2,2,1,20,102.51,32675.96,22.0,646.19,1,0,0,0,7,5
1938,32,1,0,0,0,2,2,1,7,39.55,12668.4,29.0,617.12,1,0,0,0,3,4
1939,55,0,0,5,1,1,1,2,20,117.01,36198.53,13.0,393.6256973886277,0,1,1,1,3,3
1940,44,1,2,4,0,1,2,1,15,227.34,13369.29,10.0,780.12,1,0,0,0,2,1
1941,42,0,0,0,0,0,2,1,14,-908.1538424845576,31592.61,27.0,557.86,1,0,0,0,0,5
1942,36,0,0,0,0,2,2,2,19,34.42,25186.0,10.0,240.58253779012205,0,1,0,0,3,2
1943,51,1,0,1,0,2,2,2,10,66.36,45445.47,23.0,791.8,0,1,0,0,7,3
1944,24,0,1,0,0,1,0,1,16,403.91,16778.16,23.0,646.73,0,1,0,0,2,5
1945,56,1,1,1,1,1,1,1,18,149.0,16612.27,12.0,721.98,0,1,0,0,3,3
1946,55,1,2,0,0,1,1,0,14,258.48,42863.62,5.0,127.66776834223172,1,1,0,0,0,5
1947,30,1,1,1,0,1,1,2,23,322.55,24483.85,14.0,708.4,1,0,0,0,2,4
1948,16,0,0,2,0,0,2,1,11,400.33,42927.58,12.0,678.0,1,1,0,0,0,5
1949,13,0,1,1,0,1,1,0,5,-819.8168715210048,9939.97,15.976715237406287,637.54,1,0,0,0,1,4
1950,38,0,1,4,1,0,1,1,18,208.97,6948.6,8.0,723.07,0,1,1,3,2,3
1951,20,0,1,0,0,1,2,0,18,122.95,23310.71,25.0,551.14,1,0,1,1,7,5
1952,52,1,2,1,0,2,1,2,16,312.14,22269.58,29.0,661.75,0,1,0,0,2,4
1953,44,1,2,4,0,1,2,0,12,129.73,63615.24,1.0,780.27,1,0,1,1,8,2
1954,38,0,2,1,1,0,1,2,19,31.98,13484.4,17.0,768.57,1,0,0,0,1,3
1955,23,1,1,3,1,0,0,0,11,611.83,35608.59,20.0,738.05,1,1,1,3,2,3
1956,47,0,0,2,1,2,2,1,9,30.3,10893.2,13.0,892.5969534083215,0,1,1,1,7,5
1957,13,0,0,0,0,0,0,1,21,471.91,9431.61,22.0,618.11,1,1,1,3,1,4
1958,37,0,1,5,0,1,2,1,19,382.36,31256.61,24.0,653.34,0,1,1,3,1,4
1959,57,1,0,2,0,2,2,0,6,90.06,31561.96,7.0,694.62,1,0,1,2,0,5
1960,38,1,2,2,0,1,2,2,13,33.12,6664.82,27.0,633.27,1,0,1,2,2,5
1961,17,1,2,3,1,0,2,2,14,635.57,32201.84,25.0,733.1,0,1,1,1,3,3
1962,63,1,2,5,1,2,1,2,-999,67.04,15185.96,11.0,647.53,0,1,0,0,3,4
1963,10,1,1,5,1,2,1,0,13,102.84,30001.24,21.0,1143.1697838030923,0,1,0,0,1,3
1964,28,0,0,0,1,2,1,1,12,119.79,10536.37,8.0,667.49,1,0,1,2,0,5
1965,32,1,0,5,1,0,2,1,14,82.1,28868.51,23.0,724.93,1,0,0,0,0,3
1966,22,1,1,0,0,2,1,1,17,51.0,20212.52,28.0,597.16,0,1,1,1,0,5
1967,40,0,1,2,0,2,2,2,19,30.33,45976.77,8.0,690.54,1,0,0,0,0,4
1968,23,0,0,4,1,2,2,0,3,629.24,24880.83,19.0,817.69,1,1,1,3,4,1
1969,45,0,1,1,0,0,2,0,3,117.97,20301.4,19.0,686.8821987429081,1,0,0,0,8,2
1970,27,0,1,4,0,1,2,2,12,163.05,36653.87,22.0,770.38,1,0,0,0,0,3
1971,22,1,1,0,0,1,0,0,-999,1436.2320932516238,29236.42,8.0,686.8821987429081,1,0,0,0,0,5
1972,53,0,1,0,1,0,1,1,15,194.97,36466.08,12.0,548.63,1,0,1,1,2,5
1973,34,1,0,3,0,2,0,2,4,406.29,40596.55,27.0,686.8821987429081,1,1,1,3,0,3
1974,22,1,0,4,0,2,2,1,5,34.51,13268.15,23.0,686.8821987429081,1,0,0,0,3,3
1975,29,1,2,3,0,0,2,2,12,-736.5334052857396,84153.96,12.0,703.42,1,0,1,1,4,2
1976,59,1,2,2,0,1,1,0,15,33.95,46382.15,47.002980771290154,513.75,1,0,1,2,0,5
1977,33,1,0,2,0,1,2,2,21,287.58,34273.48,21.0,687.62,1,0,0,0,2,4
1978,24,1,1,1,1,2,2,0,6,863.99,46750.94,43.843299586322416,705.79,1,1,1,1,2,4
1979,18,0,2,2,0,2,0,1,19,225.2,22189.27,6.0,667.48,1,0,0,0,0,4
1980,42,0,2,0,1,1,1,0,7,292.64,38836.66,28.0,689.76,0,1,0,0,7,4
1981,26,0,0,5,0,0,1,2,17,174.804907269953,28404.4,15.976715237406287,665.65,1,0,1,1,1,4
1982,36,1,1,0,0,0,1,0,20,1408.1996843765048,7161.34,20.0,631.61,1,1,1,3,0,5
1983,34,1,1,0,1,2,1,0,-999,434.82,42010.19,10.0,672.3,0,1,0,0,1,4
1984,22,1,1,0,1,0,1,2,14,123.0,27454.5,25.0,310.86524285534784,0,1,1,3,7,5
1985,18,0,0,2,0,0,1,1,11,59.84,19655.3,27.0,523.24,1,0,1,1,0,5
1986,15,0,0,2,1,1,2,2,19,34.71,25577.57,17.0,686.39,0,1,0,0,7,5
1987,27,0,0,3,0,2,2,1,-999,374.59,29414.03,10.0,724.26,1,1,1,1,7,3
1988,33,1,2,4,1,1,1,1,6,-972.3957662940368,58867.49,15.976715237406287,837.21,1,0,1,3,5,1
1989,46,1,1,1,1,0,2,2,13,91.38,23406.21,14.0,686.8821987429081,0,1,0,0,7,4
1990,14,1,0,3,0,2,1,2,21,31.89,79823.34,17.0,792.85,1,0,0,0,6,1
1991,48,1,0,4,1,0,2,1,23,34.23,34580.68,12.0,783.47,1,0,1,3,3,3
1992,26,1,0,1,0,2,2,2,16,184.15,34970.07,16.0,730.84,0,1,0,0,7,3
